text,sentiment
"The winners of the #ChampionsLeague from 1985 to 2016. https://t.co/w37AHOe9M9 
",neutral
"Forza Juve! First the azeite now the #UCL #ChampionsSofa https://t.co/3ixjqtFJ3G 
",positive
"It's either history or history at tonight's #ucl final 
",positive
"Fancies @realmadrid for the #championsleague trophy. 
",positive
"I'm a Madrid fan but Gigi needs a #UCL winner's medal 
",positive
"It's the #ChampionsLeagueFinal. Who will prevail? May the best team win. #Juventus #RealMadrid #UEFA #UCL #UCLFinal… https://t.co/YUX0xxsw8V 
",neutral
"@ntvkenya Juventus have the tools to silence the Spaniards. #TopSport #UCL 
",positive
"Check out all prognosis about tonight #Finale of #ChampionsLeague with #juventusrealmadrid https://t.co/h6Rm02JK0w 
",neutral
"Want juve to win but can't cheer a team in them colours so Hala Madrid! Let’s make it 12 #UCL #ChampionsSofa https://t.co/7aGP0yY6iL 
",neutral
"""#Zidane gave the world cup to @gianluigibuffon  now #Buffon wants the #ChampionsLeague he will give it too… https://t.co/oeuzIHula1 ""
",positive
"Sorry buffon Hala Madrid! Let’s make it 12 #UCL #ChampionsSofa https://t.co/CCivk1e64j 
",neutral
"Today is final of the #ChampionsLeague ?  @juventusfces you can do it !!! 
",positive
"""@ObsCesced Same it's just cuz my entire family hates Juventus and who doesn't wanna see Monaco go through ""
",negative
"Tonight it's Monaco vs. Juventus in the champions league! Come join us for some pints and dinner? #football #ChampionsLeague 
",positive
"I'm looking forward to... #juvereal #aporladuodecima #HalaMadrid  #ChampionsLeague #ChampionsLeagueFinal #UCL  #uclfinal2017  #UCLfinal 
",neutral
"""#ChampionsLeague final the biggest game in football bar none Come on #Juve ""
",positive
"?? #HectorBellerin is #FCBarcelona's main transfer target to strengthen at right-back. 
",positive
"Nearly impossible comeback tomorrow for Barca but any day watching the best footballer ever is a good day #Messi… https://t.co/ZItuU7BPsM 
",positive
"#UCL Round16  Real Madrid's all goals!?  1st leg home 3-1  Benzema?? Kroos?? Casemiro??  2nd leg away 1-3  Ramos??… https://t.co/I1Vgs9rgdz 
",neutral
"arsenal are out of the #UCL after a 10-2 aggregate defeat to bayern. The fact they can't perform against Europes best is quite embarrassing 
",negative
"Captain #SergioRamos! #HalaMadrid #RealMadrid #realmadridnapoli #UCL #ChampionsLeague #uefachampionsleague  https://t.co/e2YNj5Infc 
",positive
"""It was only Arsenal but still... What. A. Beatdown! #UCL #MiaSanMia https://t.co/ahM5ORXBZD ""
",neutral
"@Arsenal it's a new low for us. Gut wrenching defeat! Something has to change. We are in peril! #AFCvFCB #UCL #ComeOnYouGunners 
",neutral
"The latest Alfa &amp; Omega! https://t.co/ZuwKXcraQR Thanks to @LuisE_Gutierrez #ucl #nba 
",neutral
"Bathi: For some strange reason #Arsenal always 10-2 drop out at this stage of the competition #SSFootball #UCL ??? 
",neutral
"Clutch level goals = @SergioRamos #UCL 
",neutral
"????? We're just too strong for #Arsenal already!!! #UCL #ChampionsLeague #ARSFCB #MiaSanMia #MiaSanBayern… https://t.co/Iy4sgVN4dV 
",positive
"Even #leicestercity first time in #UCL have not conceded both H/A what Arsenal received from #BayernMunich at Emirates. SHAME 
",positive
"The latest The Harry Saputra Daily! https://t.co/tNlbO1TIrF #ucl #twinning 
",neutral
"Arsenal fans what time is it? 10 to 2  ?????? #ucl #arsenal #arsbyn 
",neutral
"#FOX Sports fakes soccer announcers being at Champions League games. #UCL  https://t.co/y6MOouq1Rd 
",neutral
"#UCL Hasil sementara Round of 16: https://t.co/bCOTgGr8q1 
",neutral
"""#SergioRamos my Skipper always steps up  ??? while #Koscielny steped out for #Arsenal #HalaMadrid #LosBlancos #FoundersOfUCL #UCL ""
",positive
"Bravo Real Madrid and Bayern Munchen to the quarter finals of the  #UCL https://t.co/IDCvqCUjpr 
",neutral
"Arsenal's Europe Trophy Case  #UCL https://t.co/HoWOeZXF3C 
",positive
"It saddens me to hear Arsene say the team is in good shape after losing 5-1 at home. Such a fall from grace ?#AFCVFCB #AFC #UCL 
",neutral
"Real Madrid home:3-1 Real madrid away:3-1 Bayern Munich home :5-1 Bayern Munich away:5-1 PSG home:4-0 If you know what I mean #UCL #FTHFINAL 
",positive
"""@FCBayernEN @IGotAllWood  no chill Bayern will will champions league! #UCL ""
",neutral
"Borussia Dortmund - Benfica betting tip. Read ?? https://t.co/Bm5WIADCPT #UCL. ROUND of last 16 of the CHAMPIONS LEAGUE between Borussia Dor 
",neutral
"Neymar and Jordi Alba boosts for Barcelona ahead of &lt;i&gt;Clasico&lt;/i&gt; #FCBarcelona #RealMadrid… https://t.co/0xXL66i4qL 
",positive
"Arsenal 1-5 Bayern Munich (Aggregate 2-10): Helpless Arsenal humiliated by the Bavarians https://t.co/P9GqgVrh1c ??… https://t.co/6VTDjyvLGA 
",negative
"Juventus and Atletico Madrid are the only group winners to be going into the last 16 2nd leg with a lead. #UCL #OptaGuy 
",positive
"Bayern made Arsenal look like a bunch of Sunday league players #ARSBAYERN #UCL 
",neutral
".@sscnapoli exit #UCL with heads held high.  Hamsik proud of their performance.  QUOTES: https://t.co/zncusVajEo https://t.co/IUwIweS45J 
",neutral
"When your waiting patiently for Claude and Ty's interview ???.................. #AFCvsFCB #UCL #AFTV https://t.co/0WGWorIYoY 
",neutral
"Tonight's sorted  #UCL https://t.co/r3V4S6E3qO 
",neutral
"@sscnapoli exit #UCL with heads held high. Incredible effort but Madrid are just so good. #realmadrid #napoli 
",neutral
"SAVAGE LOL ??? #UCL #AFCVFCB #AFC #RIParsenal https://t.co/BZAiBRRRkh 
",neutral
"Oh dear Arsenal. 10-2. #afc #ucl 
",neutral
"Arsene Wenger trying to bury Arsenal deeper than 2-10 Khamun #UCL 
",neutral
"broooooo i wasn't able to watch the game this morning cause of work but damn did Arsenal get ass fucked #UCL 
",neutral
"RERUN #UCL Arsenal vs Bayern TODAY WED 08/03 08.20 &amp; 21.00 WIB on @beINSPORTSid 1 cc @fcbfi_official @fcbayern_id @IndoBayern @Bundesliga_id 
",neutral
"""Everyone knew that beating #Bayern in the #UCL was going to be a tall order for #ArsenalFC but laying down twice is shameful. Club pride? ""
",positive
"Champions league week  Tbt @luissuarez9 champions ???? . . . #forabara #fcbarcelona #FCB… https://t.co/IirERYpMfs https://t.co/PC9DKUtJKc 
",neutral
"Champions league week  Tbt @luissuarez9 champions ???? . . . #forabara #fcbarcelona #FCBPSG #championsleague #bar… https://t.co/8u28a7ecde
",positive
"Only flippin' #championsleague #cardiff @ Cardiff https://t.co/PDxbuzHjmQ 
",neutral
"The #UEFA #ChampionsLeagueFinal is here!  The Be At One Team are ready to make the BEST cocktail's!!  We are SHOWIN… https://t.co/Zb545w075Q 
",neutral
"Don't miss!! #ChampionsLeague #Finals https://t.co/71SykrUnQw 
",positive
"He's still got it. Quite possibly the best midfielder of all time. #UCL #Zidane #Headbutts https://t.co/f9eGZgEUDX 
",neutral
"Who wil win the #UCLfinal ? . . #uclfinal2017 #cardiff2017 #halamadrid #FORZAJUVE #ChampionsLeague #ChampionsLeagueFinal 
",neutral
"It's the most prestigious prize in European football! ?  Who is going to win the #UCLFinal?  #ItsTime #HalaMadrid #UCL 
",neutral
"Champions League Final tonight ?? Juventus v Real Madrid ? #juventus #realmadrid #championsleague… https://t.co/rjSlOvlghE 
",neutral
"Seeing Cardiff host this event makes me feel so proud to be Welsh. The atmosphere in the city looks electric ??… https://t.co/WgB5dT70s2 
",neutral
"""Tomorrow : #UCLFinal 01.45 ET #UFC212  09.00 ET If I watches #UCL definitely I'll fall asleep for #UFC212 Dilema ?? #UCLFinal #UFC #UFC212 ""
",neutral
"""@ChampionsLeague #UCL when #RealMadrid wins the cupi will send zobokunu and indomie to the people behind the #ucl #social media accounts ""
",neutral
"@BBCSport Jenson has no chance against Ronaldo! #ChampionsLeague 
",neutral
"""Buffon is a legend but he's ever won a #ChampionsLeague   Let's go #juventus https://t.co/N5GskVfL4d ""
",positive
"The latest El Diario de pecosita ! https://t.co/kN2xBCUhxs Thanks to @EnPalabrasde @Jothedor #champions #ucl 
",positive
"""Busy day at #Leicester Riverside Festival come along to Castle Gardens to say hello! https://t.co/JfBTacYZ5H ""
",neutral
"Looking forward to the Champions League tonight. Two teams full of absolute winners. #UCL 
",positive
"It' time | #blogdontlie #uefa #championsleague #final #juventus #realmadrid #sports #football #soccer #futball… https://t.co/pikEkwPTYZ 
",neutral
"What a great day for a #ChampionsLeagueFinal football game ?? #ChampionsLeague #RealMadridJuventus 
",positive
"Its Juventus - Real Madrid tonight???? #ChampionsLeague 
",neutral
"That Juventus goal was beautiful. No other words for it. ? 
",positive
"Gol Juventus Danny Alves what a pass 
",neutral
"I don't think Cuadrado meant that but man what a strike. #UCL 
",positive
"Cuadrado !!!! Stunning Strike !!!!!  #lyojuv #UCL 
",positive
"""Lol @OL  losing to 10-man Juve Juninho turning in his grave. #ucl ""
",negative
"Wow ?. What a goal @Cuadrado ?? #OLJuve #ForzaJuve #UCL ???? https://t.co/h5lR5o8TGK 
",neutral
"""BOOM! @Miguel_layun scores the equalizer for Porto against Brugge his first #UCL goal of the season.  https://t.co/AbZioQF8rU ""
",positive
"#DannyRose has been a class above any #English LB tonight #COYS  #UCL #EPL 
",positive
"Spurs just can't match up to Bayer Leverkusen. I'd be happy with a draw #UCL 
",positive
"79': Ooooh Ronaldo almost scored there from an instant shot after receiving the ball from Benzema. Still #UCL #RealMadrid 4-1 #Legia 
",positive
"In love with this #Juventus @LinoBacco @Chakirtalal 
",neutral
"Cuadrado has given Juventus the lead in Lyon! #UCL 
",neutral
"Goal?????? #Juventus 
",neutral
"GOAL FOR JUVENTUS! Cuadrado puts them ahead against Lyon #UCL https://t.co/1QsQqJYXq0 via @ahramonline 
",neutral
"BOOM!!!!!!!! #Juventus 
",positive
"GOAL! Juan Cuadrado gives 10-man Juventus the lead against Lyon. The French side missed a penalty in the first half (0-1) #UCL 
",positive
"Bonucci kinda looks like CM Punk ? #UEFA #ChampionsLeague #OLJuve #ForzaJuve 
",neutral
"Cuadrado. what a goal. Lyon 0-1 Juve #UCL. 
",neutral
"Brilliant goal by Cuadrado #UCL 
",positive
"Terrible #Cuadrado #Juventus 
",positive
"What a goal juaaaan!!! #OLJuve #UCL 
",positive
"Gooooool de #Cuadrado #Juventus 
",neutral
"Gooaaal!!!  Fantastic shot by Cuadrado.  Hang in there #Juve.  #Juventus 
",positive
"76' ? GOAL! Juan Cuadrado gives 10-man #Juve the lead.  Lyon 0-1 Juventus #OLJuve #UCL https://t.co/HBAN4f2Bm5 
",neutral
"@juventusfcen gooooooaaaaaaaalllllllllll @Cuadrado #OLJuve #ucl #FinoAllaFine #ForzaJuve ??? 
",positive
"Sporting Lisbon are back in the game after Bruno Csar pulled one back for the hosts to make it 1-2. #SCPBVB #UCL https://t.co/CmQEMBK5fD 
",neutral
"#UEFA #ChampionsLeague | #FaseGrps #GrpF #J03 | #RMA 4-1 #LEG | 2T 79' | #SantiagoBernabu | #HalaMadrid | #RMA M. Kovacic&lt;&gt;M. Asensio 
",neutral
"#Juventus go ahead with a superb goal.  #LyonJuventus #LyonVsJuventus 
",positive
"Star man in your game? Vote now for your Player of the Match: https://t.co/IUdmTbq5wf #UCL https://t.co/zeUAJioyQV 
",neutral
"""MADONNA CHE GOL  MADONNA CHE GOL ...#UCL #finoallafine #lionejuve ""
",positive
"Gooooooooal GoooooooooooooooooaL GoOoOoOoOoOoOaL @Cuadrado #OLJuve #Juve #UCL #FinoAllaFine https://t.co/P9KuBUFvdl 
",positive
"What a bloody goal by #Cuadrado #Juventus 
",negative
"#UCL Sub' Kovacic in Asensio out 
",neutral
"Goo gooo goooooooillllllllllllll #cuadrado #LioneJuventus #LioneJuve #jvtblive #UCL #finoallafine 
",neutral
"#Legia are making good moves but not finishing it.both teams making mistakes.1 goal from @LegiaWarsawEN can turn the momentum. #UCL #RMLEG 
",positive
"When you fall asleep in the night of Juve #UCL match and you woke up to this https://t.co/0IQ98SnlyV 
",neutral
"Supersub #Cuadrado with a cracking finish for #Juventus https://t.co/2cA1KrYspb Your capital is at risk #LyonJuve https://t.co/ZS4auBv8S3 
",positive
"#Juventus doing typical Juventus things. 
",neutral
"""With 10 men  Juventus takes the lead in France.   Lyon 0-1 Juventus #UCL ""
",positive
"WOW!!! An absolute SCREAMER from Juan Cuadrado for Juventus! https://t.co/u9HcokKheP #UCL 
",positive
"What a cracking goal by #Cuadrado ! Puts 10-man @juventusfc in front minutes after replacing Dybala #LyonJuve #UCL 
",positive
"""Buffon is still a fucking beast! Kept Juve in the game and what a hit Cuadrado! #UCL ""
",positive
"Juventus doing well. Expect the WOB to surface on twitter. 
",positive
"""Now that is what you call a great team goal good enough to grace any champions league semi final #JUVE #ChampionsLeague ""
",neutral
"Amazing Juventus Goal vs Monaco #juventus #championsleaguegoal #higuain @ London Borough of Hackney https://t.co/B5XcuIkQ51 
",positive
"Juventus have a banging team 
",positive
"Come on @juventusfc We want Italian food at our @ChampionsLeague party ? 
",positive
"""#ChampionsLeague absolutely brilliant from Alves  took the unobvious choice ""
",positive
"Juventus goal as good a team goal as you will ever see. #MONJUV 
",positive
"What a goalll Juventus 
",positive
"how about arsenal just buy juventus 
",neutral
"Think I've just seen goal of the season!!!!  #UCL #monacojuve 
",positive
"""What a beautiful goal by Juventus Dani Alves looking like a 25 year old ""
",neutral
"Amazing team goal from back to front from Juventus   https://t.co/t5rM7JNqta 
",positive
"Dani Alves is still good enough for Barcelona. 
",positive
"What a goal that was?? #juventus 
",positive
"The more I see teams like Juventus and Monaco play the more I hate Wenger. Please leave. #WengerOut 
",negative
"What a huge mistake it was from Barcelona to let Dani Alves go #ASMJUV 
",negative
"Juventus back line...... https://t.co/ilVB8CD69G 
",neutral
"That Juventus goal was so nice ? 
",positive
"Monaco is attacking juventus  Thy could possibly win 
",positive
"Don't quite understand why Juventus fans expect Italians to cheer for them when they gleefully celebrate the demise of other Italian teams. 
",neutral
"As i said before Juventus are favorites to beat monaco due to experience. kylian mbappe might score one but their more experienced 
",neutral
"Juventus or Monaco whichever won wins [will most likely be juventus] will lose to real madrid in the final. their fighting for 2nd. 
",positive
"Love living in London and being at UCL #tb ? @ Trafalgar Square https://t.co/iKlGjobKnY 
",neutral
"""Watching the Juventus game on fox  it's an exciting 1 zero game  The Juventus offence has been awesome #FoxSports #monacojuventus ""
",positive
"BERTRAND TRAOR ?? ! The Burkinabe striker scores 2 times in this @EuropaLeague 1/2 final with his club of @AFCAjax& https://t.co/66ZWaAj7Kb 
",positive
"So awesome to see so many people of all ages dressed up for comicon Leicester!! ?? #Leicester #comicon #hellsyeah 
",neutral
"I hope you win today @realmadriden  #ChampionsLeague 
",neutral
"#Allegri vs #Zidane ? what a final it's going to be #ChampionsLeague 
",neutral
"Now its time for the KING of UCL to Roar once again @Cristiano Go and get them You are a Champ and you will be the… https://t.co/WUe4qPnDDe 
",positive
"Come on @juventusfcen do it Gigi @gianluigibuffon #UCL #FORZAJUVE 
",positive
"#plastering #rendering #builders quote required Hinckley Road #Leicester interested call 02037404140 or https://t.co/I8F4I6JDWp 
",neutral
"Don't forget to check out all of the ways to watch the #ChampionsLeague final tonight - coverage from 6PM:… https://t.co/6Fv8FjYrxw 
",neutral
"What happens when the Beatles meets the #UCL final?  An epic image like this...  ?  https://t.co/ezBs9mBh6p https://t.co/zlemSq7oXL 
",neutral
"Atmosphere building in Cardiff #ChampionsLeague https://t.co/9KjpyCmhXG 
",neutral
"Match Day  #UCL  #UCLfinal #HalaMadrid  ? 
",neutral
"BIG DAY today!!! We're open until 11pm ?  Home Delivery available until 10:30pm #ChampionsLeague #Cardiff... https://t.co/zpHRnDdB9C 
",positive
"My head says Real Madrid.? My heart says Juventus. ?  #UCL #UCLfinal 
",positive
"""I'm going to be such a state tonight I apologize in advance Sunday Sand @BradSanderson94 ? #UCL #LadsLadsLads #SozNotSoz ""
",positive
"Real Madrid will win 3-1 tonight. Watch the space?? #UEFA 
",positive
"@Betfair #ChampionsLeague not to bad https://t.co/DQ2VcbyMOy 
",positive
"BUFFONForza Juve! I will be supporting Juventus in the #UCLFinal against Real - LIVE on SuperSport. #SSFootball #UCL https://t.co/9znYM5Oryh 
",positive
"""I see many """" Who will win #UCL Final"""" surveys on my TL. Amazed on how favourite #Juventus is on most of them... ""
",positive
"Happening now: RT Simiren_: ntvkenya Juventus have the tools to silence the Spaniards. #TopSport #UCL 
",neutral
"""Between Buffon and the late great John Charles it's come on Juventus tonight... #Juventus #ChampionsLeague https://t.co/nwVUG5GSoA ""
",positive
"My Champions League final preview for @RacingPostSport https://t.co/Re5gGGghSV #UCL #HalaMadrid #FORZAJUVE https://t.co/uqjnM3V8vu 
",neutral
"Hope Real Madrid get beat #ChampionsLeague 
",neutral
"@D_DeGea @HenrikhMkh @EuropaLeague @DarmianOfficial @paulpogba @ManUtd good luuuuck! 
",positive
"So buzzing for Barcelona someone get me outttaaaaaa England asap ? 
",neutral
"Baby Kluivert not starting but comm guys drooling all over him already....?? #AJAOL #EuropaLeague 
",positive
"Nervous #Semifinal #finoallafine #juventus 
",positive
"Had a great time with the students from La Chataigneraie @ecolintgeneva! Hope to see you next September! #ucl #myucl https://t.co/svGy9R6PmF 
",positive
"#Monaco vs #Juventus - Match Preview  https://t.co/meUDkCLHM8 
",neutral
"Let's get to the final boys #ItsTime #juventus #FinoAllaFine ?? 
",positive
"Imagine UCL is won by Monaco and UEL won by Celta Vigo. The most hipster UEFA Super Cup match ever 
",neutral
"@IntChampionsCup Will someone be contacting me about PSG-Roma tickets before the general sale on May 16? I signed up on your site. #detroit 
",neutral
"Dream Bigger. Awesome time meeting with PSG developmental staff. ? @ PSG - Parc Des Princes https://t.co/azRkcdfmu5 
",neutral
"@jackryan18 @LuchoGarcia14 @LFC @ChampionsLeague Bin dipping prick. 
",neutral
"A Pound won is a better than a Pound earned ?  Time to win on #monacojuve in the #ChampionsLeague   https://t.co/lQDgkYBk3a 
",neutral
"Frenchies can't d-fend for free crepes #AJAOL #EuropaLeague 
",negative
"""Real Madrid will most likely advance to Cardiff (up 3-0). Vs. Juve in Final is the better matchup Vs. Monaco is the better story #UCL ""
",positive
"""Wow  @ChampionsLeague semi is not on a regular sports channel. I am not ordering another sports channel like a sucker. Why is this? ""
",neutral
"How come #ForzaMonaco is not trending in Italy? Worldwide ? Did moggi start to hack social media already? #ForzaMonaco #ChampionsLeague 
",neutral
"'UEFA' just started trending with 47820 tweets. More trends at https://t.co/iQIQ3mQZoL #trndnl 
",neutral
"@889BrilaFM jst wana confam if d quiz 4 #bet9jaChopup carries any prize?Coz winner(s)4d questn regardn d fastst gol in #UCL not announce yet 
",neutral
"Today is that day.. it has to be! #itstime to bring it home to Turin ???? #ucl #JuventusReal 
",positive
"@Mickcamb @madste821 @DeadlineDayLive @Arsenal @Mahrez22 this #UEL winner gettting automatic place in #UCL is a dis… https://t.co/2aH8UJ4sKq 
",neutral
"""Hello 6th Place (Darkness) my old friend This meme reminded me again But then a vision softly creeping. The #UCL M… https://t.co/ZIbvFPDN9Q ""
",positive
"Today is the biggest yearly event  in worldwide professional sport: #UCL Final 
",neutral
"""From a tactical standpoint it should be brilliant. 1st goal will be vital - If #Juve get it RM's best hope is penalties. #UCL ""
",negative
"Today is the day #APorLa12 #championsleague #HalaMadrid ??? https://t.co/bchSWNLeB2 
",neutral
"Come doon to oor hoose for all the #championsleague #action #live #tonight from 7.30pm… https://t.co/TU6nP6RQ4V 
",positive
"""??? Congratulations Fintan our #UCL Match Attax World Champion! https://t.co/3GHHFtNRZ1 ""
",positive
"""And in other news tonight @juventusfc take the #UCL for #GigiBuffon as he truly deserves this final piece to a career that anyone would ?? ""
",positive
"I ? loves the diff! ?? #ChampionsLeague #UCLFinal #Cardiff2017 https://t.co/vKJW5kFz4O 
",positive
"How inconsiderate of Kent Uni to put the Summer Ball on the same night as the #ChampionsLeague and #BGT finals...?? 
",neutral
"""ihala #Madrid #Cardiff2017 bring the #Ucl trophy back home lads. #Bernabeau is ?% beyond you! https://t.co/0gSOj3k8YT ""
",positive
".@Pirlo_official hopes @juventusfc will win #ChampionsLeague for him.   https://t.co/kMtPGME6l6 
",neutral
"Happy #UCLFinal Day! Who are you supporting? #UEFA #ChampionsLeague https://t.co/Tm1FOZAPy3 
",neutral
"#Ronaldo can ruin #Buffon's #ChampionsLeague Final night says #Lineker! #UCLFinals #JUVRMA #seanknows https://t.co/UFoAH0EDIQ 
",neutral
"Champions League!  #JuveRealMadrid #ItsTime #HalaMadrid #UCL #UCLFinal #ChampionsLeague  ? https://t.co/PpLXQOkbWQ 
",positive
"Get our Juventus vs Real Madrid free #bettingtips for tonight! ??  #JUVRMA #UCL #UCLFinal ??  https://t.co/8J86rtHlv2 
",positive
"Who’s excited for the #UCL final tonight? We know we are! We’ve put our best player on the field. #FamousForaReason https://t.co/EkTiXLGKIq 
",positive
"Sunday Sessions at @NatterjacksBar #Leicester courtesy of @wakeuppromotion #livemusic https://t.co/Wm0gGz1ISj 
",neutral
"""https://t.co/H62F8qZh0w Real Madrid will make history if they win the #ucl tonight &amp; so could Bale but can they beat Juve in Cardiff? ""
",neutral
"Well this should be fun today  #realmadrid #madrid #juventus  #spain #italy #championsleague https://t.co/4MwjreNBGC 
",positive
"Welcome to Cardiff ??? #uefachampionsleague #uefa #welcometocardiff #saturdays #cardiff… https://t.co/AG1TirosI0 
",positive
"We couldn't agree more ? #ChampionsLeague #UCLfinal https://t.co/KoGEhtgewQ 
",neutral
"Who will win the UEFA Champions league?  Retweet  ? for REAL MADRID LIKE  ?  for JUVENTUS  #UCL #UCLfinal… https://t.co/nwrrsQpkVk 
",neutral
"""Cristiano Ronaldo has scored 13 goals against Italian teams in the #UCL more than any other player. #HalaMadrid https://t.co/A3E61EwGcd ""
",neutral
"@sophie_irungu @GhettoRadio895 @polosa_5 @Curtiswakijeey @mojezzkabro @DjDaboTrabo @MajimajiKenya @djruffkenya… https://t.co/EtwiwwTjWx 
",neutral
"Forza Juve! Hope they become #UCL champions #Juventus  https://t.co/1bsA4v77Ql 
",positive
"2017 Champions league finals - Single by Golden Boy (Fospassin) itunes https://t.co/Yc0UBmdPv7 #UEFA #ChampionsLeague #RealMadrid #Juventus 
",neutral
"GREAT NIGHT  #CARDIFF #WALES #JUVRMA @EARTHCUP_ #WAFEF #UCLFINAL  #Juventus v #Real Madrid  #UCL 2017 Final Promo  https://t.co/DtYB3mmwdF 
",positive
"#UCL final is tonight! ??????  Share your #betting #tips to win ? ? ?  Go to -&gt; https://t.co/ChbFByoVrt 
",positive
"Never been fussy on either but for Buffon!! Forza Juve! I will be supporting Juve in the #UCLFinal against Real #UCL https://t.co/4pSwb9vL0b 
",negative
"Expect a thriller! #RealMadrid v #Juve in #UCL final 2017 #UEFA https://t.co/xZcleU1pgU 
",neutral
"Not a bad match it ended  @realmadrid 7 @Eintracht 3 Featuring a hat trick for Di Stefano &amp; 4 for Puskas  #uclfinal2017 #uefa 
",positive
"""Watch all the action of the #UEFA #ChampionsLeagueFinal #JuventusVRealMadrid here game kicks off @ 19:45 #BTSport #LiveSport #Wandsworth ""
",positive
"Today's #UCL final is purely Juventus vs Zizou.Hes the man to watch &amp; will definately steal the show Real will win. #TheScoreKE 
",positive
"So...its a big night for #RealMadrid. Can they retain their #ChampionsLeague Title?!! :)#RMFC #JuvRma #UCL ???? https://t.co/XnTarFKByA 
",neutral
"Let's bring the trophy to madrid #HalaMadrid  #UCL #ChampionsSofa https://t.co/HnX29vDKOy 
",positive
"Juventus vs Real Madrid betting tips https://t.co/PK9f6qd5ug #betting #ucl #juvereal #uclfinal2017 https://t.co/CkCeZy76dn 
",negative
"#Juventus v #RealMadrid: Betfair’s crazy odds boosts for the 2017 #UCLFinal. T&amp;C Apply. #UCL #Cardiff2017 ??… https://t.co/vw6FEWjS3w 
",neutral
"No doubt for #Juventus #ucl 
",neutral
"Ajax looking pretty good for the @EuropaLeague final now! https://t.co/mt73SZ0KZ9 
",positive
"Eurosport : #Monaco v #Juventus team news: #Mbappe and #Falcao start against #Europe's toughest defence - https://t.co/Yqlg9AkKBq 
",neutral
"It was an amazing night Cris #RealMadrid   https://t.co/lzAwNQXiEi 
",positive
"Catch the #championsleague semi final first leg at #koffi today at 11:45 #yyjcoffee #yyjeats& https://t.co/0qItIbyMoM 
",neutral
"This game is the craziest I've ever seen #europaleague 
",positive
"""For my fellow Italianos #Juventus kicks off vs Monaco at 2:45 this afternoon.  It's Leg 1 of the #UCL semis. ""
",neutral
"In the mood for a Spanish bite?  @stumptowncoffee until 2.30p ? #tumacatruck #happy #food #barcelona https://t.co/hGN3dA6mBp 
",positive
"""#UCL semi's. Pulling for Juve get Gigi the legend that trophy opportunity! ""
",positive
"#UCL pulling for @AS_Monaco_EN #shocktheworld #vaffanculolajuve 
",neutral
"Counting down the days until I'm sipping sangria in Barcelona.Im Intending to play this song everyday until I leave. https://t.co/pe5XC2EJgf 
",positive
"@ChampionsLeague game day ready. https://t.co/Q79scmETnU 
",neutral
" Told You So  #WomenMakeMusic  Brad Pitt  #EuropaLeague  #channel4news  2017/5/3 19:34 BST #trndnl https://t.co/do7Hdxwcnc 
",positive
"""Just for knocking our Barca am with Juventus  #MONvJUV ""
",neutral
"Juventus playing dani alves as RM in the first have is such a smart decision ??? 
",neutral
"""Shut up! Let them take him. Dear PSG! Wenger is available. If you take him you get 1000000 nectar points as well. https://t.co/okVGRassqv ""
",neutral
"@Sportsnet @jamessharman WHERE TO WATCH THE UEFA GAME IN CALGARY. 8 sports channels in the same game!!! Doesn't make any sense!!!! 
",negative
"What an incredible and enthralling semi final first leg between Ajax and Lyon in the @EuropaLeague - Ajax play some beautiful football ? 
",positive
"I wouldn't underestimate Celta Vigo tomorrow but if United reach the @EuropaLeague final that young Ajax team could easily blow them away ? 
",positive
"@Sportsnet @UEFA#sportsnet What the hack!!!! Can't watch UEFA game Calgary 
",negative
"Love that Juventus strip 
",positive
"""Let's go! ?? @ChampionsLeague #ucl #asmjuve #finoallafine @juventusfc @ Los Angeles California https://t.co/ETtoB5LWmJ ""
",positive
"""Most assists in #UCL history and mfs r saying """"he doesn't create chances"""" niggga GTFOH https://t.co/PXekfJEbMj ""
",negative
"As if you work your nuts off all season in the @ChampionsLeague then find out the finals in Cardiff ?? 
",neutral
"Does #Higuain need to change shoes? ?? #monacojuve #ucl 
",neutral
"I just drafted Marcelo &amp; Jan Oblak on @UltimateFanLive for #HalaMadrid v #Atleti https://t.co/XYfg8k5CIZ 
",positive
"@georgebudden_  rocking it in Barcelona! V. proud of you!! https://t.co/iHouwv4rSE 
",positive
"In Italy Bonucci would never get a yellow card in that situation! #monacojuve #ChampionsLeague #karma 
",neutral
"Ajax!! What the fuck!? Where did that come from!? #MUFC #EuropaLeague 
",negative
"Juventus getting attacked hard 
",positive
"Do Juventus ever not have a nice kit? Cos this blue one is peng ? 
",neutral
"""Officially calling the Monoco dude w the facemask """"Batman"""" for the rest of the match. #ChampionsLeague ""
",positive
"Juventus could hold off Barca and Messi surely they can hold off Monaco and Mbappe 
",positive
"""Mbapp my goodness. He is causing the Juve defense all kinds of trouble. Looks likely to score for young Monaco. #UCL #monacojuve #ASMJUV ""
",neutral
"Mbappe v Dybala. This is the most excited I've been since the Ajax v Lyon game a couple of hours ago. #UCL 
",positive
"Real Madrid. With Marcelo Kroos Modric are too strong for both sides here. Barcelona the only team capable of stopping them. Too bad we're 
",positive
"Fluky goal loading Juventus #MONJUV 
",positive
"WHAT A TEAM GOAL BY JUVE! #MONJUV #UCL 
",positive
"Just brilliant #juventus 
",positive
"Great goal by Juventus 1-0 #UCL 
",positive
